,VaR_MC_COPULA
2016-04-25,21610.38191855952
2016-04-26,22640.29205691478
2016-04-27,20248.2194831434
2016-04-28,19212.53760857317
2016-04-29,20006.350869689162
2016-05-02,20722.395119535344
2016-05-03,21474.245680980337
2016-05-04,21516.223763679103
2016-05-05,20700.241664156638
2016-05-06,21909.978967497136
2016-05-09,21811.645810053804
2016-05-10,21314.167805078712
2016-05-11,21143.647480646672
2016-05-12,20003.12758587888
2016-05-13,18329.884534525365
2016-05-16,19293.36945091048
2016-05-17,18373.34828171805
2016-05-18,20519.452991478363
2016-05-19,21176.56269027091
2016-05-20,19466.67826347679
2016-05-23,20607.171673003762
2016-05-24,20045.406528887273
2016-05-25,22516.980919349735
2016-05-26,20638.525842885552
2016-05-27,21853.69167225221
2016-05-31,21618.205992115945
2016-06-01,22635.134576648077
2016-06-02,21560.696376882523
2016-06-03,23014.21672487065
2016-06-06,22993.092422325855
2016-06-07,22917.494946628354
2016-06-08,23071.22645604221
2016-06-09,22623.143745828507
2016-06-10,20779.908744640186
2016-06-13,20975.064180999507
2016-06-14,20587.59548630093
2016-06-15,21912.939228133728
2016-06-16,21553.03414117628
2016-06-17,23281.072375127376
2016-06-20,22325.665964487234
2016-06-21,23685.065293998632
2016-06-22,23197.634749717236
2016-06-23,23629.566541165976
2016-06-24,22913.643296746053
2016-06-27,18782.477155018292
2016-06-28,19864.95570381554
2016-06-29,20271.731608667276
2016-06-30,20101.49153816753
2016-07-01,19863.848320086985
2016-07-05,21174.093088841542
2016-07-06,19306.630987806675
2016-07-07,22738.778029686546
2016-07-08,22118.762683841676
2016-07-11,22874.819522442132
2016-07-12,22484.158408623895
2016-07-13,22404.28584389644
2016-07-14,22915.74953662163
2016-07-15,22486.716540157497
2016-07-18,22435.533717148188
2016-07-19,23302.66456974986
2016-07-20,24878.17683728011
2016-07-21,22903.34827463605
2016-07-22,25334.419773348112
2016-07-25,24954.46139483544
2016-07-26,23833.568567197257
2016-07-27,22907.64753541448
2016-07-28,23884.907796047533
2016-07-29,24886.23067370601
2016-08-01,24831.315288871534
2016-08-02,25243.855829044016
2016-08-03,22459.866486790223
2016-08-04,25581.418289400575
2016-08-05,23469.13800280848
2016-08-08,25801.47520552452
2016-08-09,25103.371849530497
2016-08-10,28213.702975197135
2016-08-11,27474.283794087252
2016-08-12,19455.092993603306
2016-08-15,20019.957905844138
2016-08-16,19696.568640226364
2016-08-17,19756.36017160233
2016-08-18,20389.824180589152
2016-08-19,20776.347888979657
2016-08-22,20061.538198767554
2016-08-23,20884.18441816838
2016-08-24,20913.37505766102
2016-08-25,21028.52997743678
2016-08-26,19316.12864949227
2016-08-29,21599.8437456849
2016-08-30,19362.506160284207
2016-08-31,22215.239542007133
2016-09-01,20753.444613396197
2016-09-02,20097.023132724502
2016-09-06,20085.522386973807
2016-09-07,20700.816828096347
2016-09-08,20214.088725947437
2016-09-09,19039.227375353457
2016-09-12,19451.25578410616
2016-09-13,19391.839995967723
2016-09-14,19583.906654689203
2016-09-15,20483.93749817924
2016-09-16,17138.167787043938
2016-09-19,18715.819219257024
2016-09-20,19519.231169444534
2016-09-21,18619.446842828438
2016-09-22,19946.357593806628
2016-09-23,18551.125320937615
2016-09-26,18852.87022362945
2016-09-27,21004.804340838393
2016-09-28,20998.180693636856
2016-09-29,19182.121626115422
2016-09-30,21270.490260411094
2016-10-03,20618.958717935097
2016-10-04,20485.696969929108
2016-10-05,19942.20168982458
2016-10-06,20424.67443986993
2016-10-07,21543.73274052586
2016-10-10,22403.7357299914
2016-10-11,20275.000418415468
2016-10-12,20120.942254792404
2016-10-13,20791.211778553075
2016-10-14,21759.811140972462
2016-10-17,20708.120584863434
2016-10-18,19919.544304708877
2016-10-19,19363.00288877923
2016-10-20,20905.926266033093
2016-10-21,20041.075912446515
2016-10-24,21275.178073710467
2016-10-25,20374.060697304198
2016-10-26,21494.302755944147
2016-10-27,20455.70024437583
2016-10-28,20339.7231567346
2016-10-31,19379.577353226014
2016-11-01,20226.43725943919
2016-11-02,21011.411287780582
2016-11-03,18706.776041197096
2016-11-04,17986.02036797278
2016-11-07,18932.206692429467
2016-11-08,20069.428586490318
2016-11-09,20031.19682025628
2016-11-10,20670.067028244794
2016-11-11,21295.67315732935
2016-11-14,21905.381924155037
2016-11-15,22350.582766263888
2016-11-16,23151.25057559445
2016-11-17,21522.24132830847
2016-11-18,21667.35209787478
2016-11-21,23047.33416066158
2016-11-22,23104.63795961828
2016-11-23,22221.60883501217
2016-11-25,23862.883467704385
2016-11-28,22959.19035200226
2016-11-29,22560.886132235024
2016-11-30,22720.816695194575
2016-12-01,21951.88292285615
2016-12-02,22311.52511351663
2016-12-05,24138.60484253093
2016-12-06,23695.150664058376
2016-12-07,26577.982014297388
2016-12-08,25206.914466339273
2016-12-09,26568.308535593762
2016-12-12,25771.58603464385
2016-12-13,26920.128142863658
2016-12-14,27639.994424518096
2016-12-15,27400.93039853496
2016-12-16,26519.326374172382
2016-12-19,28648.01407099131
2016-12-20,18931.634875069965
2016-12-21,21252.21632536556
2016-12-22,18607.017244288152
2016-12-23,19544.74544515326
2016-12-27,19374.86633130857
2016-12-28,19303.76157419236
2016-12-29,18585.27829605103
2016-12-30,19344.75985182316
2017-01-03,18968.739433569477
2017-01-04,20391.619931336052
2017-01-05,19104.140576250225
2017-01-06,20743.276934618407
2017-01-09,19224.687518877396
2017-01-10,18459.056256940552
2017-01-11,20276.288535418797
2017-01-12,20042.402673237273
2017-01-13,20241.24008163137
2017-01-17,20070.75742222404
2017-01-18,20887.050832476012
2017-01-19,17880.70213584345
2017-01-20,20480.563085123493
2017-01-23,18057.538606630667
2017-01-24,21292.164004886927
2017-01-25,21962.599228209812
2017-01-26,22600.87205430209
2017-01-27,21676.8718810654
2017-01-30,19592.50724699203
2017-01-31,20963.15331122888
2017-02-01,19924.996489478464
2017-02-02,20575.13541429708
2017-02-03,19319.980342087434
2017-02-06,18963.502157327
2017-02-07,18452.288381293252
2017-02-08,20121.644435583108
2017-02-09,20855.074303478865
2017-02-10,20037.2194277578
2017-02-13,21075.508445602052
2017-02-14,20084.9008583499
2017-02-15,22348.42090258453
2017-02-16,21825.393408005963
2017-02-17,22015.86030612532
2017-02-21,25146.607070276998
2017-02-22,23727.678978989883
2017-02-23,23708.063671640353
2017-02-24,23957.650308779386
2017-02-27,24346.146035551446
2017-02-28,22899.374754203516
2017-03-01,26027.18871785402
2017-03-02,24460.102147493148
2017-03-03,25065.86463795351
2017-03-06,26164.878923201
2017-03-07,24111.21766056324
2017-03-08,23114.819545581293
2017-03-09,25717.04175022692
2017-03-10,25076.216490576597
2017-03-13,27523.136451884675
2017-03-14,24442.349055144
2017-03-15,27302.05269190698
2017-03-16,26615.390142757846
2017-03-17,26545.513911719903
2017-03-20,19475.718047515984
2017-03-21,19034.212867946637
2017-03-22,18319.995712447253
2017-03-23,18358.080204644924
2017-03-24,19231.362895025188
2017-03-27,19128.417524232584
2017-03-28,19584.962409098483
2017-03-29,20376.60680416315
2017-03-30,19996.527992967534
2017-03-31,19422.734597130187
2017-04-03,19399.09459759727
2017-04-04,18718.38885802184
2017-04-05,18633.04710193265
2017-04-06,20137.474078126597
2017-04-07,18708.420350003315
2017-04-10,18430.33197128606
2017-04-11,19251.2024662662
2017-04-12,18202.01520498158
2017-04-13,18908.345760057637
2017-04-17,18624.65157674411
2017-04-18,18943.737165444705
2017-04-19,19656.2762028196
2017-04-20,18619.022724275885
2017-04-21,21618.438702365424
2017-04-24,20714.94282800817
2017-04-25,19978.15409394817
2017-04-26,20567.53227134403
2017-04-27,21297.687812811164
2017-04-28,20900.762046284297
2017-05-01,20204.027969189294
2017-05-02,18454.222357604755
2017-05-03,18716.887143794633
2017-05-04,19466.453849197675
2017-05-05,19992.950720767796
2017-05-08,20176.195159830095
2017-05-09,20696.640502092734
2017-05-10,19799.041682046816
2017-05-11,19494.510383951896
2017-05-12,18951.795289299775
2017-05-15,21529.347610917506
2017-05-16,21717.751787698166
2017-05-17,19171.33369656122
2017-05-18,18607.732012072658
2017-05-19,18867.6065367185
2017-05-22,20423.15536906949
2017-05-23,21539.50142817928
2017-05-24,20705.30841345738
2017-05-25,21119.743516670216
2017-05-26,23019.232929354275
2017-05-30,21620.998543105627
2017-05-31,21530.040772577682
2017-06-01,21898.85254491246
2017-06-02,25108.990964491746
2017-06-05,23406.388500788285
2017-06-06,23286.89590396344
2017-06-07,22946.5391300082
2017-06-08,25659.9690655096
2017-06-09,24013.352948806907
2017-06-12,23453.791238162004
2017-06-13,24550.18789040655
2017-06-14,19795.042453227863
2017-06-15,21349.715179731018
2017-06-16,19829.72771317176
2017-06-19,21052.352616925837
2017-06-20,18751.805363540934
2017-06-21,19578.49968929317
2017-06-22,21599.971620805933
2017-06-23,19342.12379495939
2017-06-26,20906.54256992932
2017-06-27,21250.764964141155
2017-06-28,19288.187840451134
2017-06-29,18983.21331485712
2017-06-30,20184.32564113904
2017-07-03,17648.749463723223
2017-07-05,18719.489806129262
2017-07-06,18298.848831260897
2017-07-07,19914.647055452333
2017-07-10,18844.920438324592
2017-07-11,21028.981985386836
2017-07-12,20044.472596065767
2017-07-13,18967.333392120498
2017-07-14,20126.702411102826
2017-07-17,19879.052628831276
2017-07-18,20976.869733208307
2017-07-19,21482.26197484333
2017-07-20,21731.90631596455
2017-07-21,21902.733867543957
2017-07-24,21750.49336826697
2017-07-25,24180.82762113016
2017-07-26,24869.130800223582
2017-07-27,19062.9430940751
2017-07-28,20046.995628553723
2017-07-31,19817.724566943245
2017-08-01,20232.259455449857
2017-08-02,19495.858129291664
2017-08-03,20372.79462143889
2017-08-04,20057.53902208367
2017-08-07,20425.53231155744
2017-08-08,18243.856844726055
2017-08-09,20048.204100448904
2017-08-10,17384.40795229437
2017-08-11,19287.937976777997
2017-08-14,18655.688060256114
2017-08-15,20452.701702119575
2017-08-16,18955.87067941516
2017-08-17,17944.239664066474
2017-08-18,19736.00899236067
2017-08-21,18015.084787856696
2017-08-22,19681.315103783563
2017-08-23,17932.263693503948
2017-08-24,20030.796806404836
2017-08-25,17845.407347937035
2017-08-28,17803.865132824052
2017-08-29,19722.605841691176
2017-08-30,18218.558853834886
2017-08-31,19206.621263236797
2017-09-01,18555.595709448007
2017-09-05,18274.789927408136
2017-09-06,18627.67170942421
2017-09-07,17113.471806314777
2017-09-08,19637.63921566925
2017-09-11,21169.124606353842
2017-09-12,19766.11572559696
2017-09-13,20221.70136613373
2017-09-14,21259.87617570624
2017-09-15,20880.614176364714
2017-09-18,21974.59861192734
2017-09-19,20780.69311119634
2017-09-20,23447.650788544142
2017-09-21,21878.403311231825
2017-09-22,21103.919045066745
2017-09-25,21649.77152019428
2017-09-26,21571.493822633598
2017-09-27,20471.197593367506
2017-09-28,21860.124238392087
2017-09-29,23226.774852966457
2017-10-02,24346.10061651437
2017-10-03,24467.366101316828
2017-10-04,24955.065757727556
2017-10-05,27191.996854865178
2017-10-06,26728.120280120853
2017-10-09,24493.223218055195
2017-10-10,27179.23830665804
2017-10-11,27952.747685975948
2017-10-12,25725.530808708038
2017-10-13,27101.58711630213
2017-10-16,26644.606447103968
2017-10-17,25857.30269711378
2017-10-18,28848.03761693517
2017-10-19,28825.391557269784
2017-10-20,21036.500476990674
2017-10-23,20959.4627435845
2017-10-24,19733.26001790731
2017-10-25,18136.91179641231
2017-10-26,18463.038335568795
2017-10-27,20807.56366664637
2017-10-30,19649.312394521905
2017-10-31,20475.72042539861
2017-11-01,20440.195479660826
2017-11-02,21304.3826371849
2017-11-03,19934.260289876223
2017-11-06,21559.87038097106
2017-11-07,19404.498774872707
2017-11-08,23409.94078771431
2017-11-09,19566.753406948115
2017-11-10,19315.66307125374
2017-11-13,21373.04668460272
2017-11-14,20377.73326907879
2017-11-15,20192.205566227825
2017-11-16,20081.767371708247
2017-11-17,19002.683676303794
2017-11-20,21275.514017558566
2017-11-21,21368.963017178106
2017-11-22,19822.262074643786
2017-11-24,20626.73468270943
2017-11-27,21498.032157788068
2017-11-28,26848.789631476408
2017-11-29,23837.891975355236
2017-11-30,26676.262865296227
2017-12-01,28629.140946289277
2017-12-04,21189.622907719397
2017-12-05,18860.237806070425
2017-12-06,21224.68365678504
2017-12-07,21809.100945741106
2017-12-08,19789.342426552517
2017-12-11,20283.998769339123
2017-12-12,22449.599358870033
2017-12-13,19736.649024002207
2017-12-14,20822.63273954119
2017-12-15,20294.993250906842
2017-12-18,18398.25179398904
2017-12-19,17364.200043378416
2017-12-20,17642.52076546206
2017-12-21,17203.318016387977
2017-12-22,17327.57617329882
2017-12-26,17035.83012740301
2017-12-27,17232.3817432717
2017-12-28,16664.037980981313
2017-12-29,16853.506506069905
2018-01-02,18200.526005320167
2018-01-03,18959.756468266376
2018-01-04,21326.635870932696
2018-01-05,22395.18801158443
2018-01-08,23799.201790500632
2018-01-09,25978.740455909145
2018-01-10,24030.877177486826
2018-01-11,24294.45781877656
2018-01-12,21613.078133721625
2018-01-16,24987.936236410213
2018-01-17,27407.6626988778
2018-01-18,15172.860700064912
2018-01-19,16436.792725801155
2018-01-22,16253.536081224953
2018-01-23,17402.37580450282
2018-01-24,17708.461819441098
2018-01-25,17453.17854240677
2018-01-26,19889.111310532164
2018-01-29,16274.416618941423
2018-01-30,18008.52165167095
2018-01-31,18864.211503298255
2018-02-01,16566.06263715199
2018-02-02,14860.284476028122
2018-02-05,15695.474801352544
2018-02-06,16187.01201839181
2018-02-07,15339.637708104447
2018-02-08,14795.681588127005
2018-02-09,16241.38013697958
2018-02-12,16174.64130761076
2018-02-13,15687.34231576575
2018-02-14,15256.724067265955
2018-02-15,13511.098737780987
2018-02-16,14507.792812918242
2018-02-20,15400.602089389367
2018-02-21,14901.087053638195
2018-02-22,14358.029747605886
2018-02-23,13803.29998453366
2018-02-26,16000.919094135274
2018-02-27,13653.590859612283
2018-02-28,14230.814179646313
2018-03-01,14122.213397246758
2018-03-02,16980.10340113389
2018-03-05,17121.62785076333
2018-03-06,15855.189257512271
2018-03-07,16105.123976271036
2018-03-08,15876.232856580922
2018-03-09,18595.068945277795
2018-03-12,19524.09805615014
2018-03-13,17805.179698356664
2018-03-14,16443.04226477049
2018-03-15,16990.206633382797
2018-03-16,15632.159559222315
2018-03-19,15958.09441859688
2018-03-20,16680.52501893739
2018-03-21,16537.269713724443
2018-03-22,14001.024587079713
2018-03-23,15419.770126944077
2018-03-26,15601.268629520133
2018-03-27,14114.05539186129
2018-03-28,16624.708289140177
2018-03-29,16764.297948897936
2018-04-02,14999.337277092547
2018-04-03,14122.838077068842
2018-04-04,14916.88705924045
2018-04-05,14444.065045894025
2018-04-06,14791.790855266168
2018-04-09,14211.55753738346
2018-04-10,14781.333114460424
2018-04-11,15530.763810518747
2018-04-12,15366.803464577779
2018-04-13,15400.98500231749
2018-04-16,16289.85051229896
2018-04-17,16730.957161975002
2018-04-18,16444.36147659987
2018-04-19,16480.86613291921
2018-04-20,16021.217929322693
2018-04-23,14739.296032153023
2018-04-24,14933.335503724145
2018-04-25,15001.569564414604
2018-04-26,16046.597352106977
2018-04-27,15525.26203786248
2018-04-30,15318.140943164146
2018-05-01,15101.160801639931
2018-05-02,15071.023662811853
2018-05-03,15112.589825007963
2018-05-04,14921.33839021939
2018-05-07,15746.431489905955
2018-05-08,15179.470153045244
2018-05-09,15815.428016208904
2018-05-10,16467.965126538587
2018-05-11,19372.384743406423
2018-05-14,18993.20796767364
2018-05-15,18540.259411824733
2018-05-16,16222.299470152364
2018-05-17,17680.049368674383
2018-05-18,17309.35996680583
2018-05-21,19206.806030619748
2018-05-22,18032.380719757715
2018-05-23,20460.969137049822
2018-05-24,19857.651821166113
2018-05-25,19648.36466850413
2018-05-29,15256.126332916832
2018-05-30,15859.825179890813
2018-05-31,16449.617165145588
2018-06-01,16443.012162952065
2018-06-04,16823.174561921147
2018-06-05,15888.560790590444
2018-06-06,18420.842244767355
2018-06-07,17935.259544530443
2018-06-08,19417.948818420435
2018-06-11,18615.77448533057
2018-06-12,19441.905172999144
2018-06-13,19782.269637302874
2018-06-14,20245.439085031365
2018-06-15,20839.497308358175
2018-06-18,19839.072521044887
2018-06-19,17921.934533598698
2018-06-20,19967.668271345294
2018-06-21,18276.04768840339
2018-06-22,18908.02811816783
2018-06-25,15843.610491632975
2018-06-26,17102.86796258546
2018-06-27,14951.985150709346
2018-06-28,15886.173180894506
2018-06-29,18183.48781174726
2018-07-02,19260.06175210354
2018-07-03,18163.98331644211
2018-07-05,19446.519583783633
2018-07-06,20518.06787721321
2018-07-09,23276.042103322816
2018-07-10,23599.90733431401
2018-07-11,15411.607718209407
2018-07-12,16485.472217269493
2018-07-13,17659.042601120218
2018-07-16,15526.468511199466
2018-07-17,16023.33473956416
2018-07-18,15914.333503957852
2018-07-19,17070.71593944559
2018-07-20,16337.248027359976
2018-07-23,16361.730730015135
2018-07-24,17933.794755990537
2018-07-25,19064.9351435573
2018-07-26,16983.924502992166
2018-07-27,16846.390183171658
2018-07-30,16643.17757579494
2018-07-31,17613.60875544
2018-08-01,15536.30193638285
2018-08-02,18038.23062938009
2018-08-03,18825.505357590868
2018-08-06,20485.039748106297
2018-08-07,20116.091016227787
2018-08-08,21926.312055891038
2018-08-09,20415.82409260277
2018-08-10,18235.550067726843
2018-08-13,18507.18330103853
2018-08-14,18874.196948521843
2018-08-15,18946.98297274426
2018-08-16,21636.202204288667
2018-08-17,20724.12221737417
2018-08-20,21533.52463581426
2018-08-21,24229.59364281465
2018-08-22,16152.133926592698
2018-08-23,15768.880054247882
2018-08-24,15233.397406088585
2018-08-27,16855.40085142524
2018-08-28,17553.35636009205
2018-08-29,16969.43895411995
2018-08-30,16801.363122615607
2018-08-31,16490.2761190786
2018-09-04,16161.967788644264
2018-09-05,15520.260271642506
2018-09-06,16831.305650709248
2018-09-07,15701.335078303498
2018-09-10,17041.56651426184
2018-09-11,17871.49596752452
2018-09-12,15275.537609325469
2018-09-13,16600.51372236709
2018-09-14,17094.61443963114
2018-09-17,16793.55570116345
2018-09-18,18155.138815582093
2018-09-19,17994.110546007483
2018-09-20,18910.015811238714
2018-09-21,18461.380942197757
2018-09-24,17954.844902162095
2018-09-25,19891.80539807106
2018-09-26,17124.010819246814
2018-09-27,19854.907892107436
2018-09-28,18711.64089445105
2018-10-01,19885.55717043837
2018-10-02,21861.458608786743
2018-10-03,20844.729304574634
2018-10-04,15608.030369923215
2018-10-05,15832.137693033681
2018-10-08,14606.199495414055
2018-10-09,15681.488848316538
2018-10-10,13790.729770277048
2018-10-11,15872.379115702812
2018-10-12,13543.425080974148
2018-10-15,15528.10105042831
2018-10-16,15405.984720588594
2018-10-17,14308.057159613027
2018-10-18,14904.745610351438
2018-10-19,14511.657624271333
2018-10-22,14203.06293502734
2018-10-23,14548.707414244756
2018-10-24,12530.805538426366
2018-10-25,13549.724293371264
2018-10-26,14069.893621091667
2018-10-29,15245.340633246748
2018-10-30,15010.83148577999
2018-10-31,14330.676172176869
2018-11-01,13817.41588908213
2018-11-02,14196.700228196973
2018-11-05,13924.507806342208
2018-11-06,13457.200528896792
2018-11-07,14785.427409558477
2018-11-08,13560.112863889924
2018-11-09,13660.085247457875
2018-11-12,13752.094629172756
2018-11-13,14292.957381478289
2018-11-14,13366.708978453955
2018-11-15,15042.0203670484
2018-11-16,14911.933862682174
2018-11-19,15395.15191229331
2018-11-20,16255.319434873298
2018-11-21,13808.07560414994
2018-11-23,14339.962730484614
2018-11-26,15018.397424986471
2018-11-27,15420.450250638767
2018-11-28,14962.646334135337
2018-11-29,15827.322640222796
2018-11-30,16285.427454377123
2018-12-03,17362.421780019446
2018-12-04,13897.67439759334
2018-12-06,15540.75484476914
2018-12-07,14403.304483784215
2018-12-10,14717.32790493018
2018-12-11,15039.375701381858
2018-12-12,14691.686120985605
2018-12-13,14058.050021217161
2018-12-14,13768.727972922656
2018-12-17,13755.94398432772
2018-12-18,14463.415652213645
2018-12-19,14235.048257274542
2018-12-20,13726.570142478602
2018-12-21,13340.523931273205
2018-12-24,12994.21149467515
2018-12-26,13919.211349340805
2018-12-27,13335.91475638413
2018-12-28,13754.433768202962
2018-12-31,12972.871954228218
2019-01-02,14035.358242456066
2019-01-03,15299.923834544234
2019-01-04,15817.37015010847
2019-01-07,14875.40434799299
2019-01-08,16518.668220263877
2019-01-09,16357.20387470023
2019-01-10,16412.381000595713
2019-01-11,17387.566547364408
2019-01-14,15778.004787012584
2019-01-15,18011.75470349549
2019-01-16,18018.768294822934
2019-01-17,19346.14694237752
2019-01-18,19734.34303219227
2019-01-22,18452.511412797838
2019-01-23,20505.35768862887
2019-01-24,19907.008681197716
2019-01-25,22167.656125619545
2019-01-28,20630.63351013053
2019-01-29,20027.861470227468
2019-01-30,23411.40138679009
2019-01-31,26375.848338545882
2019-02-01,24639.661406382766
2019-02-04,25237.994585781336
2019-02-05,25711.808569779667
2019-02-06,26464.278896588898
2019-02-07,26809.349539094415
2019-02-08,25566.843894610865
2019-02-11,28019.54652905356
2019-02-12,26485.238272597595
2019-02-13,26240.20105332717
2019-02-14,13796.344420507945
2019-02-15,15072.855929871883
2019-02-19,14325.464719104119
2019-02-20,16163.74294737439
2019-02-21,14945.427668440932
2019-02-22,14810.076853592338
2019-02-25,14807.004596927782
2019-02-26,16434.603608708843
2019-02-27,16496.119445683547
2019-02-28,14454.86976022379
2019-03-01,15625.09105876344
2019-03-04,16664.17969587713
2019-03-05,16252.093446117278
2019-03-06,16063.016128461219
2019-03-07,15559.117446927596
2019-03-08,15362.533434180781
2019-03-11,17125.33089868676
2019-03-12,16149.204491051654
2019-03-13,18230.873996482638
2019-03-14,17869.98461930149
2019-03-15,18810.11061652947
2019-03-18,21057.756023434784
2019-03-19,20293.944551358003
2019-03-20,19052.222137616427
2019-03-21,23340.602105514205
2019-03-22,19674.29443038333
2019-03-25,18525.17963843283
2019-03-26,20603.522795470082
2019-03-27,20015.133306226813
2019-03-28,20055.47710512142
2019-03-29,14718.02090235525
2019-04-01,14379.458887806028
2019-04-02,14434.250142263714
2019-04-03,15404.139434505922
2019-04-04,16641.786678035685
2019-04-05,16156.547716087258
2019-04-08,17597.19206021687
2019-04-09,15554.569886705778
2019-04-10,16643.795952763423
2019-04-11,16870.037147206665
2019-04-12,19350.505412275223
2019-04-15,17034.097143370105
2019-04-16,18128.381781374766
2019-04-17,17682.561975151944
2019-04-18,18510.859719576867
2019-04-22,18666.88391246039
2019-04-23,19381.55089429004
2019-04-24,18804.482670872374
2019-04-25,19077.423562797223
2019-04-26,20651.293897904074
2019-04-29,21441.131214959092
2019-04-30,22426.63992132561
2019-05-01,18784.40912526321
2019-05-02,18698.787624492797
2019-05-03,22579.957765801275
2019-05-06,21642.141761832365
2019-05-07,17701.319361688482
2019-05-08,18051.823766928595
2019-05-09,16973.36011907141
2019-05-10,18394.299907326797
2019-05-13,13663.585037002447
2019-05-14,13969.902941211638
2019-05-15,15259.750442754294
2019-05-16,17911.48490293292
2019-05-17,15818.631663446075
2019-05-20,15836.135909063105
2019-05-21,16924.009968843096
2019-05-22,14214.757377751996
2019-05-23,14773.694975964449
2019-05-24,13839.685493735302
2019-05-28,14879.719186939348
2019-05-29,13633.94376666583
2019-05-30,13809.161375387874
2019-05-31,14118.975208813474
2019-06-03,14634.752781694466
2019-06-04,14768.951707087062
2019-06-05,15820.60148262033
2019-06-06,16092.60955239389
2019-06-07,16534.08883269707
2019-06-10,17430.173994593282
2019-06-11,17804.96621147009
2019-06-12,18442.86785524805
2019-06-13,19712.570814971998
2019-06-14,18164.391556731956
2019-06-17,18523.5502146109
2019-06-18,22919.605265661667
2019-06-19,25514.867834218465
2019-06-20,27318.656472796712
2019-06-21,26563.119421423256
2019-06-24,26206.44759360151
2019-06-25,14601.015063326482
2019-06-26,14248.016664218809
2019-06-27,13305.408528759905
2019-06-28,15294.369407802655
2019-07-01,14945.10241044774
2019-07-02,16811.127178531184
2019-07-03,17663.750503170955
2019-07-05,16714.089529477602
2019-07-08,17738.532055744286
2019-07-09,16676.92662869305
2019-07-10,17694.670255865218
2019-07-11,18775.133990642353
2019-07-12,18753.619692670592
2019-07-15,20016.12373157945
2019-07-16,17758.50612639886
2019-07-17,17943.714427416628
2019-07-18,17314.12821532434
2019-07-19,17880.043026979998
2019-07-22,17661.823947490164
2019-07-23,18082.722611371973
2019-07-24,20114.98831356103
2019-07-25,18868.09493252006
2019-07-26,22997.236347208498
2019-07-29,22992.82337045167
2019-07-30,21363.062920724857
2019-07-31,17674.883842899424
2019-08-01,17846.50220889165
2019-08-02,15676.331432902434
2019-08-05,13870.486596821042
2019-08-06,14324.436757915273
2019-08-07,13648.938293527459
2019-08-08,16187.774675983135
2019-08-09,15522.172098154786
2019-08-12,15784.034077007704
2019-08-13,15043.764182466854
2019-08-14,14649.691329993717
2019-08-15,14071.02105195247
2019-08-16,15233.091210366885
2019-08-19,16404.271740383618
2019-08-20,16241.296172055356
2019-08-21,16821.762153722524
2019-08-22,14917.6315769521
2019-08-23,13213.23099517598
2019-08-26,13962.2841005006
2019-08-27,14927.404693294155
2019-08-28,14831.136413642764
2019-08-29,14531.527628496875
2019-08-30,16789.244646723564
2019-09-03,15491.336816001958
2019-09-04,16153.429864985197
2019-09-05,18167.20297554357
2019-09-06,20603.403302211904
2019-09-09,19599.34577018816
2019-09-10,19224.682086618126
2019-09-11,23093.672139961356
2019-09-12,22683.50717131748
2019-09-13,25045.284869821175
2019-09-16,25340.30572783837
2019-09-17,27275.254103408333
2019-09-18,26583.73988822628
2019-09-19,16266.52962280303
2019-09-20,13984.495059994844
2019-09-23,13390.318386994677
2019-09-24,14320.223098559902
2019-09-25,14042.291811698107
2019-09-26,12726.10287333799
2019-09-27,13919.250063224581
2019-09-30,13858.062706175799
2019-10-01,14850.760524758307
2019-10-02,14167.618651797111
2019-10-03,15052.681040759204
2019-10-04,13457.222504277182
2019-10-07,13849.209905558724
2019-10-08,15374.992202539745
2019-10-09,13139.445773365765
2019-10-10,13622.364074538144
2019-10-11,13297.522266866981
2019-10-14,13273.650957007523
2019-10-15,13862.81476052225
2019-10-16,14152.12171019815
2019-10-17,14270.830246808577
2019-10-18,14151.838056249731
2019-10-21,14292.882679012253
2019-10-22,14040.251975046785
2019-10-23,15316.27305435959
2019-10-24,15733.598397318743
2019-10-25,17470.755664374825
2019-10-28,16239.527310994197
2019-10-29,16859.15422739671
2019-10-30,17825.01576163947
2019-10-31,14036.383719139687
2019-11-01,15350.278748112227
2019-11-04,15938.317603837197
2019-11-05,16220.516915480972
2019-11-06,15677.087669395449
2019-11-07,15809.57322405605
2019-11-08,16515.372026093686
2019-11-11,16517.12367928187
2019-11-12,16269.26546662292
