,VaR_MC_T_COPULA
2020-12-03,72416.05044368772
2020-12-04,70936.69417231108
2020-12-07,78034.0818184363
2020-12-08,73265.99195186315
2020-12-09,72786.19611375166
2020-12-10,77976.39326152016
2020-12-11,41640.93800375225
2020-12-14,39611.80366642297
2020-12-15,40479.23037766981
2020-12-16,43418.78403245625
2020-12-17,42864.387524326514
2020-12-18,48493.45475115279
2020-12-21,44344.1559953692
2020-12-22,42591.22787031744
2020-12-23,40945.66462442349
2020-12-24,44797.21547569931
2020-12-28,44034.93847686474
2020-12-29,47515.031561580065
2020-12-30,45152.29068149955
2020-12-31,44758.635251228356
2021-01-04,46698.120529512744
2021-01-05,46022.271216291614
2021-01-06,45139.41478755703
2021-01-07,51631.08612198537
2021-01-08,55799.233267214615
2021-01-11,60331.5318282229
2021-01-12,53724.32801038768
2021-01-13,56415.67140548241
2021-01-14,56296.49549225019
2021-01-15,56207.44046779888
2021-01-19,54341.467389917605
2021-01-20,62617.365814212884
2021-01-21,70711.84642485103
2021-01-22,72527.79756423525
2021-01-25,75411.55152672509
2021-01-26,72053.05856139124
2021-01-27,42771.10799121816
2021-01-28,39606.34917162646
2021-01-29,41704.8466280417
2021-02-01,32363.37357508918
2021-02-02,40908.57321404218
2021-02-03,39722.96418971347
2021-02-04,40623.46519925063
2021-02-05,43295.68598964886
2021-02-08,47383.75920986455
2021-02-09,48097.43585668046
2021-02-10,46983.39660334745
2021-02-11,46959.4140922134
2021-02-12,52479.9697384766
2021-02-16,47688.51155920817
2021-02-17,53363.575708300064
2021-02-18,48826.21219632143
2021-02-19,48434.21289075272
2021-02-22,49246.369469990816
2021-02-23,45350.795448585304
2021-02-24,46163.41328130166
2021-02-25,50345.38630782646
2021-02-26,41180.78802716458
2021-03-01,38659.36841566646
2021-03-02,46247.40009149344
2021-03-03,43335.00066154239
2021-03-04,35399.27104478336
2021-03-05,31380.65969153622
2021-03-08,40612.71572249891
2021-03-09,34052.61539467653
2021-03-10,39091.972356150436
2021-03-11,41970.58312122171
2021-03-12,47196.48982228627
2021-03-15,46156.266028435086
2021-03-16,46341.30958281401
2021-03-17,50754.96938957978
2021-03-18,48154.02372260536
2021-03-19,41730.167833918524
2021-03-22,41545.79319056119
2021-03-23,48932.650546727426
2021-03-24,41309.25089159601
2021-03-25,39421.365490293625
2021-03-26,43037.72580841546
2021-03-29,49339.86192802518
2021-03-30,50646.744485975
2021-03-31,47149.1655056171
2021-04-01,50431.824716958
2021-04-05,57452.30251397007
2021-04-06,59545.97317170983
2021-04-07,71968.584509148
2021-04-08,63212.77935345593
2021-04-09,69185.5978536176
2021-04-12,70678.77118758243
2021-04-13,75801.41952393406
2021-04-14,78174.33859634252
2021-04-15,77153.7588636879
2021-04-16,80610.23845216169
2021-04-19,79815.51589055046
2021-04-20,86756.11355329114
2021-04-21,82476.72508128018
2021-04-22,82456.18333805025
2021-04-23,44338.376297816736
2021-04-26,46571.9407708516
2021-04-27,50415.69141363191
2021-04-28,47944.3605532909
2021-04-29,46768.4336010707
2021-04-30,50924.93562523672
2021-05-03,50485.239722209
2021-05-04,49129.62198411135
2021-05-05,47547.882214510755
2021-05-06,47440.321212856186
2021-05-07,49887.20916164225
2021-05-10,54690.95775130897
2021-05-11,46432.81429384821
2021-05-12,48120.23004189913
2021-05-13,40370.460223662856
2021-05-14,39667.86372161962
2021-05-17,47465.18274980092
2021-05-18,45369.37101988817
2021-05-19,44676.24624462569
2021-05-20,41449.64752521888
2021-05-21,47255.06884030315
2021-05-24,43442.679584733465
2021-05-25,51139.48794762828
2021-05-26,48880.111459355
2021-05-27,48817.0855554841
2021-05-28,53103.11990253722
2021-06-01,54784.613572650844
2021-06-02,49404.46439036126
2021-06-03,52535.65252694287
2021-06-04,50815.85990103564
2021-06-07,45896.70143561455
2021-06-08,41460.99683482322
2021-06-09,42745.84195443857
2021-06-10,43597.10778618986
2021-06-11,44734.10387950251
2021-06-14,45967.93665207632
2021-06-15,43326.631010942125
2021-06-16,45761.03689810131
2021-06-17,45185.92055936563
2021-06-18,42364.770626852835
2021-06-21,40066.226874744665
2021-06-22,45136.17186236531
2021-06-23,44262.619683354824
2021-06-24,45069.59046862779
2021-06-25,45678.342505969296
2021-06-28,49464.847971953575
2021-06-29,54536.1513510285
2021-06-30,47897.39859825923
2021-07-01,51375.29510006729
2021-07-02,55247.81351351275
2021-07-06,59071.76588152387
2021-07-07,61307.267107556145
2021-07-08,66362.87769734897
2021-07-09,53803.57759407947
2021-07-12,63242.41637463246
2021-07-13,70680.07139144486
2021-07-14,70889.15215512319
2021-07-15,70509.6839357546
2021-07-16,69930.99378354925
2021-07-19,58617.23731031411
2021-07-20,41571.988442102745
2021-07-21,47565.83664082357
2021-07-22,51507.98733558337
2021-07-23,54379.57086834029
2021-07-26,62895.271075850935
2021-07-27,63268.374113791644
2021-07-28,61083.107670734105
2021-07-29,56127.26539832159
2021-07-30,60223.067673555706
2021-08-02,57639.26480368881
2021-08-03,57199.528702638585
2021-08-04,60865.03272649222
2021-08-05,56573.404681736865
2021-08-06,61592.83873691316
2021-08-09,60373.497845676844
2021-08-10,63064.05163883302
2021-08-11,68785.91949090238
2021-08-12,72307.36143600655
2021-08-13,69307.00393497941
2021-08-16,74153.6305487197
2021-08-17,79565.6515855024
2021-08-18,65850.35271728266
2021-08-19,66991.39306188727
2021-08-20,63477.411638649806
2021-08-23,66129.8762559913
2021-08-24,84778.76586937318
2021-08-25,80127.23032384978
2021-08-26,84896.6078960542
2021-08-27,85115.03999428092
2021-08-30,94312.09997658238
2021-08-31,49265.91732134758
2021-09-01,43331.52967305149
2021-09-02,42609.61497012971
2021-09-03,46190.86267717833
2021-09-07,46954.85777178763
2021-09-08,48458.95788239366
2021-09-09,45309.473806003116
2021-09-10,40168.54622074787
2021-09-13,39757.70253133724
2021-09-14,39058.10705427017
2021-09-15,39764.87510999558
2021-09-16,40165.515416466376
2021-09-17,43383.00193746889
2021-09-20,36171.40483150856
2021-09-21,35751.54530175471
2021-09-22,34676.825479256346
2021-09-23,34691.7673074777
2021-09-24,38252.982475758865
2021-09-27,36322.872551311666
2021-09-28,36869.61376275942
2021-09-29,34139.65746675372
2021-09-30,32708.3809942376
2021-10-01,32831.60140831984
2021-10-04,31681.498748825346
2021-10-05,28303.434883997343
2021-10-06,30045.430878903266
2021-10-07,32064.47325677682
2021-10-08,30707.88326235241
2021-10-11,30068.088343018168
2021-10-12,26789.327674090764
2021-10-13,49853.441398197865
2021-10-14,44961.96615179799
2021-10-15,55160.237949742754
2021-10-18,56215.46196067943
2021-10-19,63412.69449242937
2021-10-20,58443.81887397199
2021-10-21,63158.84273998454
2021-10-22,66354.3021928525
2021-10-25,66835.03240214178
2021-10-26,69449.40612850434
2021-10-27,73441.6566262253
2021-10-28,70099.48330759362
2021-10-29,66702.45572735507
2021-11-01,73249.6274934093
2021-11-02,77420.19943355401
2021-11-03,78175.78942506785
2021-11-04,77289.22186113853
2021-11-05,82499.26648391008
2021-11-08,87924.6586741382
2021-11-09,92718.36564422857
2021-11-10,81540.4552502723
2021-11-11,80068.90291455158
2021-11-12,89496.28162527451
2021-11-15,93177.85025814957
2021-11-16,92808.7712681766
2021-11-17,95413.67401912504
2021-11-18,96262.05913019179
2021-11-19,89006.42423403941
2021-11-22,97005.760636466
2021-11-23,87903.03530762733
2021-11-24,49713.712014272875
2021-11-26,47692.31749522441
2021-11-29,41146.930414295995
2021-11-30,47516.30904752452
2021-12-01,39336.07676922493
2021-12-02,39974.51907485781
2021-12-03,44522.614769823485
2021-12-06,38116.36833233538
2021-12-07,42167.181373659805
2021-12-08,46338.45655332572
2021-12-09,44771.31572521975
2021-12-10,46858.368858986425
2021-12-13,46642.03591111463
2021-12-14,43407.13952714208
2021-12-15,41878.75679817025
2021-12-16,46995.27246519507
2021-12-17,42756.71384850326
2021-12-20,41547.04204677669
2021-12-21,37980.88325195227
2021-12-22,38713.10993195496
2021-12-23,45304.56145251298
2021-12-27,52224.196914972985
2021-12-28,59994.735785778095
2021-12-29,57361.11752913344
2021-12-30,62708.6870591415
2021-12-31,62193.22871789423
2022-01-03,54847.07244257523
2022-01-04,62322.19945249402
2022-01-05,65173.70831965465
2022-01-06,38213.48155687933
2022-01-07,46745.31928811244
2022-01-10,45188.15172262838
2022-01-11,45382.85117839952
2022-01-12,50602.847352536766
2022-01-13,51385.54213117216
2022-01-14,44546.57899478963
2022-01-18,46363.0058248889
2022-01-19,39616.17795531606
2022-01-20,38548.76869690501
2022-01-21,36126.7220772323
2022-01-24,32624.280141246672
2022-01-25,33002.058180484906
2022-01-26,31255.96018892585
2022-01-27,30753.600700627623
2022-01-28,32550.058711656355
2022-01-31,33154.413776429195
2022-02-01,35397.79543406998
2022-02-02,34587.64071886126
2022-02-03,38584.39953259675
2022-02-04,31474.693394162463
2022-02-07,31663.72289292472
2022-02-08,30005.4875631308
2022-02-09,32208.297298231435
2022-02-10,34307.05418863816
2022-02-11,30565.129756210117
2022-02-14,29319.391328635957
2022-02-15,26856.41246325879
2022-02-16,28987.10841600808
2022-02-17,30336.033266934148
2022-02-18,28993.066489257315
2022-02-22,41311.20527296294
2022-02-23,41724.73602072869
2022-02-24,41661.17142651013
2022-02-25,41832.841050823365
2022-02-28,46386.69244565296
2022-03-01,44121.39150706785
2022-03-02,41677.24221885161
2022-03-03,45710.95113740448
2022-03-04,46244.34342501358
2022-03-07,42415.952276745935
2022-03-08,41171.515498754045
2022-03-09,37371.3329213119
2022-03-10,42197.80850958544
2022-03-11,38340.1342310139
2022-03-14,38005.09324188943
2022-03-15,36150.96419165035
2022-03-16,39208.54225245287
2022-03-17,45197.45905951195
2022-03-18,48209.86297423958
2022-03-21,55311.94581835469
2022-03-22,55502.01021055446
2022-03-23,66522.66046857227
2022-03-24,59459.380217018974
2022-03-25,64290.52590031743
2022-03-28,69438.91340093479
2022-03-29,77647.55572739994
2022-03-30,95042.71491639432
2022-03-31,82927.04581949871
2022-04-01,79169.23219767444
2022-04-04,78749.93720672438
2022-04-05,47524.81466942411
2022-04-06,40475.65999994014
2022-04-07,39665.47042342884
2022-04-08,40075.9828494083
2022-04-11,41980.87977108065
2022-04-12,34700.295597307675
2022-04-13,35918.02389377736
2022-04-14,35192.29066001872
2022-04-18,37262.361683864605
2022-04-19,35049.65635611299
2022-04-20,38088.00941385161
2022-04-21,37743.45821548169
2022-04-22,33447.72439269581
2022-04-25,30317.61331945295
2022-04-26,33468.66533796262
2022-04-27,31151.53075813963
2022-04-28,29490.407453234675
2022-04-29,30159.728236601793
2022-05-02,29502.2914632587
2022-05-03,28298.3448452506
2022-05-04,27816.673993867968
2022-05-05,30049.978817070954
2022-05-06,28449.11507338457
2022-05-09,27969.545306313245
2022-05-10,29175.499453060034
2022-05-11,25852.03215374514
2022-05-12,27680.68634209143
2022-05-13,27531.386707786383
2022-05-16,27065.827785766294
2022-05-17,28743.010757073465
2022-05-18,40118.55176207456
2022-05-19,36240.01157828344
2022-05-20,33188.80223614743
2022-05-23,35588.10517592084
2022-05-24,34880.49887819704
2022-05-25,34511.62390053969
2022-05-26,37342.28210894578
2022-05-27,43573.04911771684
2022-05-31,46364.879516617504
2022-06-01,43981.76232460224
2022-06-02,43392.990277102916
2022-06-03,48102.44700703275
2022-06-06,47249.76791099539
2022-06-07,45275.908900017115
2022-06-08,49292.78429973915
2022-06-09,44403.74582899766
2022-06-10,38152.599177139935
2022-06-13,31887.65066183222
2022-06-14,28406.862654185526
2022-06-15,27181.677234817867
2022-06-16,28414.38022517096
2022-06-17,25854.172444010692
2022-06-21,27316.566846306963
2022-06-22,26637.4750193329
2022-06-23,27548.026417711517
2022-06-24,26514.668811244534
2022-06-27,28915.92402868174
2022-06-28,27053.105947825174
2022-06-29,26195.60626165143
2022-06-30,28831.644963711133
2022-07-01,40039.60891762215
2022-07-05,40910.2767042937
2022-07-06,41959.932197936054
2022-07-07,44068.38713538402
2022-07-08,48926.81324005726
2022-07-11,44055.518378264
2022-07-12,44840.42604242501
2022-07-13,42631.324389253656
2022-07-14,39674.7637498971
2022-07-15,40707.83338361302
2022-07-18,47002.201250030055
2022-07-19,42627.357443342975
2022-07-20,50758.84685402633
2022-07-21,59498.79548627175
2022-07-22,61529.54128871835
2022-07-25,58520.95474580895
2022-07-26,59995.16117545437
2022-07-27,55899.41419300717
2022-07-28,68902.23689972097
2022-07-29,71308.9116367244
2022-08-01,73642.84669644684
2022-08-02,80780.06905525946
2022-08-03,78640.58619120588
2022-08-04,87220.51929803452
2022-08-05,80543.64500848454
2022-08-08,80649.61552272963
2022-08-09,86822.07009807401
2022-08-10,81373.8822341673
2022-08-11,85004.09798077375
2022-08-12,84077.1527010792
2022-08-15,46149.96925028233
2022-08-16,46285.76319256151
2022-08-17,48073.34163465604
2022-08-18,46043.15683994392
2022-08-19,45800.91853314904
2022-08-22,41072.661602284345
2022-08-23,34816.361052784625
2022-08-24,35047.57308375988
2022-08-25,36310.81529691724
2022-08-26,37265.862584284216
2022-08-29,30869.57276104324
2022-08-30,29930.609973989354
2022-08-31,29548.900124316235
2022-09-01,28258.653843367447
2022-09-02,28243.389408601306
2022-09-06,28162.992248064606
2022-09-07,28451.76378562388
2022-09-08,28017.199215864242
2022-09-09,28957.501259975263
2022-09-12,29935.77381874518
2022-09-13,32504.96109923087
2022-09-14,25928.721975712593
2022-09-15,25546.33820962067
2022-09-16,25908.95658401026
2022-09-19,27012.735421678586
2022-09-20,26733.41560586752
2022-09-21,24383.84282997626
2022-09-22,26316.26473980976
2022-09-23,25757.20303030157
2022-09-26,27929.201870896864
2022-09-27,40227.53454291778
2022-09-28,43224.624100256966
2022-09-29,43296.473579027304
2022-09-30,39598.852670452994
2022-10-03,39333.253326661594
2022-10-04,42450.267827089774
2022-10-05,50742.408959911845
2022-10-06,52804.783900791634
2022-10-07,47738.70606477048
2022-10-10,42304.2400608515
2022-10-11,37674.33141843722
2022-10-12,38471.21399722548
2022-10-13,36279.94296652865
2022-10-14,43710.33553212505
2022-10-17,36641.163942025436
2022-10-18,42689.5321488637
2022-10-19,46556.57829288467
2022-10-20,44982.05446090419
2022-10-21,46328.585682064375
2022-10-24,51568.46387212514
2022-10-25,60954.67419926208
2022-10-26,63738.84391545955
2022-10-27,61310.8967866158
2022-10-28,56526.987025513714
2022-10-31,71752.60161770391
2022-11-01,74321.69674883873
2022-11-02,70064.94906583648
2022-11-03,56115.56098654323
2022-11-04,47940.97551692109
2022-11-07,60685.3357028652
2022-11-08,42098.00568108579
2022-11-09,46654.71380550599
2022-11-10,40564.57967323651
2022-11-11,57784.19651675165
2022-11-14,58927.069479839534
2022-11-15,54807.125580185624
2022-11-16,55169.054725451846
2022-11-17,56787.732451491014
2022-11-18,52283.48243474118
2022-11-21,57077.68701397391
2022-11-22,52137.939387746155
2022-11-23,62179.61962281735
2022-11-25,64887.6506230246
2022-11-28,67477.3331729426
2022-11-29,59129.60578388546
2022-11-30,57774.63724450403
2022-12-01,73213.79962692742
2022-12-02,73753.7400664811
2022-12-05,70619.37718076858
2022-12-06,66076.71666774208
2022-12-07,58959.75034019613
2022-12-08,58927.925632286024
2022-12-09,67024.40222806238
2022-12-12,61234.61447631985
2022-12-13,68830.7423387255
2022-12-14,73585.22346010707
2022-12-15,74790.15243898884
2022-12-16,57401.62776658286
2022-12-19,48636.160489807786
2022-12-20,37183.38914239957
2022-12-21,43966.06527644984
2022-12-22,50514.9131006114
2022-12-23,45721.83446593749
2022-12-27,47378.98432386195
2022-12-28,44439.147815402
2022-12-29,41643.53696018961
2022-12-30,45481.20037476654
2023-01-03,48256.821515488984
2023-01-04,42831.728969055424
2023-01-05,44491.9451498502
2023-01-06,41830.582316027256
2023-01-09,50551.65967632998
2023-01-10,49852.891198943864
2023-01-11,52685.907986692684
2023-01-12,58090.0157478863
2023-01-13,65858.74937700739
2023-01-17,66509.3097165884
2023-01-18,63251.36926814524
2023-01-19,55443.02010243933
2023-01-20,55048.59980931411
2023-01-23,62394.5555294379
2023-01-24,73009.40394633249
2023-01-25,72647.97889055482
2023-01-26,68703.8294794628
2023-01-27,78451.22623625242
2023-01-30,81660.11235401004
2023-01-31,77682.39398731336
2023-02-01,85436.37794550233
2023-02-02,92873.2974083711
2023-02-03,86680.35830499667
2023-02-06,47461.86782025309
2023-02-07,43741.69607962883
2023-02-08,52301.16622964831
2023-02-09,46526.11949300208
2023-02-10,44091.99626192452
2023-02-13,44739.20898283112
2023-02-14,46509.28358805398
2023-02-15,48092.74132067288
2023-02-16,47284.46175506463
2023-02-17,41697.67756696058
2023-02-21,43011.17093624291
2023-02-22,35563.69208756615
2023-02-23,34591.84928317309
2023-02-24,36093.07702703618
2023-02-27,34653.54499653971
2023-02-28,34514.85483898822
2023-03-01,33252.68180160827
2023-03-02,31810.388132204138
2023-03-03,30959.560159679986
2023-03-06,33716.83834963638
2023-03-07,34425.240466409676
2023-03-08,31338.998490831444
2023-03-09,30461.29618367216
2023-03-10,29115.22679891882
2023-03-13,31794.869686249473
2023-03-14,29106.00300802006
2023-03-15,29180.229885516583
2023-03-16,28631.607878610157
2023-03-17,28482.49127150106
2023-03-20,29629.053824684495
2023-03-21,46660.82610510254
2023-03-22,51501.94067921344
2023-03-23,45289.03215695559
2023-03-24,46249.019612228476
2023-03-27,46895.16033596645
2023-03-28,46540.43037958462
2023-03-29,47983.09943756649
2023-03-30,55430.696883480196
2023-03-31,56649.89595592289
2023-04-03,62791.689127974554
2023-04-04,64741.051668135166
2023-04-05,63160.81068919986
2023-04-06,59615.69605812729
2023-04-10,64459.826608191666
2023-04-11,61444.94314135147
2023-04-12,63826.94369452853
2023-04-13,60659.79470624506
2023-04-14,68922.83807796153
2023-04-17,69498.87834768902
2023-04-18,73413.06597802468
2023-04-19,71389.61361449244
2023-04-20,73479.48782412848
2023-04-21,73465.27733799655
2023-04-24,75012.32555933064
2023-04-25,76242.16294124168
2023-04-26,64581.7275901908
2023-04-27,63130.48220898576
2023-04-28,79678.75908179984
2023-05-01,83026.39559016791
2023-05-02,64674.49463646232
2023-05-03,37321.00873521137
2023-05-04,33697.94896208742
2023-05-05,34955.681442069035
2023-05-08,36381.22007835877
2023-05-09,38187.89764959421
2023-05-10,39275.76852886213
2023-05-11,38025.11653449353
2023-05-12,37104.79882178843
2023-05-15,38315.28441539567
2023-05-16,37857.04453402114
2023-05-17,37459.680956561926
2023-05-18,40201.18938579907
2023-05-19,42991.62677193979
2023-05-22,40930.661361649596
2023-05-23,42594.41814697288
2023-05-24,39678.2908384308
2023-05-25,38606.1898683274
2023-05-26,40137.68874117192
2023-05-30,45597.359673657505
2023-05-31,44761.72252729369
2023-06-01,42281.21392038521
2023-06-02,51694.828715712974
2023-06-05,57643.84114457983
2023-06-06,57839.41266075241
2023-06-07,57366.35712103643
2023-06-08,59331.807986679574
2023-06-09,64245.16453353281
2023-06-12,68183.99208487368
2023-06-13,66433.77274704263
2023-06-14,65544.88990318106
2023-06-15,36441.4459166
2023-06-16,41373.76966025168
2023-06-20,40370.00754682185
2023-06-21,39597.51794026457
2023-06-22,36624.978439639366
2023-06-23,38652.196050117906
2023-06-26,35462.785203587315
2023-06-27,33518.640327745255
2023-06-28,38212.63025564972
2023-06-29,36667.96997934295
2023-06-30,38438.09405025793
2023-07-03,45937.544500903015
2023-07-05,43917.180384492014
2023-07-06,43965.09819593259
2023-07-07,41010.35541326208
2023-07-10,39878.165619089756
2023-07-11,41045.66731648806
2023-07-12,44981.07778834841
2023-07-13,49484.37446920397
2023-07-14,54093.49759910058
2023-07-17,54642.967426608
2023-07-18,56848.79284101886
2023-07-19,63547.412622163414
2023-07-20,61473.993730916525
2023-07-21,58943.285199765465
2023-07-24,60739.77688118122
2023-07-25,62836.1606667715
2023-07-26,66293.21634974236
2023-07-27,69494.86199246802
2023-07-28,64953.19064687466
2023-07-31,38918.38342262787
2023-08-01,39377.59011468761
2023-08-02,37388.32056925667
2023-08-03,33910.176555902726
2023-08-04,31869.947592365283
2023-08-07,34123.9288181678
2023-08-08,34600.86363309266
2023-08-09,31895.239539112714
2023-08-10,29593.277088417046
2023-08-11,31113.328661401898
2023-08-14,30347.23624109092
2023-08-15,30408.760584024836
2023-08-16,30955.700384452834
2023-08-17,27533.281844182555
2023-08-18,26719.330633421254
2023-08-21,26080.031696190483
2023-08-22,28110.5356810319
2023-08-23,26006.70213832909
2023-08-24,27966.550610350023
2023-08-25,26301.806012294503
2023-08-28,25876.960565960315
2023-08-29,26997.428161807096
2023-08-30,30345.135950984182
2023-08-31,30249.361402518825
2023-09-01,29699.172608687575
2023-09-05,28159.898607387982
2023-09-06,28031.51257811173
2023-09-07,24890.66414761491
2023-09-08,25415.82972348866
2023-09-11,25543.258343172198
2023-09-12,37732.85789853956
2023-09-13,37173.551223463706
2023-09-14,36108.7166159434
2023-09-15,39944.659502098424
2023-09-18,36231.92011519933
2023-09-19,34790.869777161985
2023-09-20,34607.200685603835
2023-09-21,31380.380332599252
2023-09-22,29321.502659410657
2023-09-25,28005.953226606976
2023-09-26,27776.264453745775
2023-09-27,25372.28151135852
2023-09-28,25802.882361489384
2023-09-29,26350.500907432073
2023-10-02,24967.595164005765
2023-10-03,23971.77972351262
2023-10-04,23665.67767481842
2023-10-05,23514.10505766264
2023-10-06,22019.051103880985
2023-10-09,24585.239942867865
2023-10-10,24631.617252467266
2023-10-11,25958.030948334832
2023-10-12,25108.233469337407
2023-10-13,24132.95904395473
2023-10-16,26157.21216551149
2023-10-17,25781.560805211036
2023-10-18,23655.941165933018
2023-10-19,25051.441388868177
2023-10-20,24151.86538272177
2023-10-23,24179.28715560675
2023-10-24,34592.08636326074
2023-10-25,36008.88813863485
2023-10-26,33139.34197917763
2023-10-27,31739.813576966153
2023-10-30,31508.36586575115
2023-10-31,32525.55866419942
2023-11-01,33511.186227179656
2023-11-02,37509.63955087681
2023-11-03,42462.752943546555
2023-11-06,48676.484247257096
2023-11-07,47891.08363644747
2023-11-08,51098.93720707815
2023-11-09,52277.07348777517
2023-11-10,48601.325470529824
2023-11-13,53815.06362555156
2023-11-14,53129.85082661702
2023-11-15,60465.24097324592
2023-11-16,62755.333910230875
2023-11-17,62479.27625020659
2023-11-20,64016.318134567526
2023-11-21,62417.05800671239
2023-11-22,65764.01538631844
2023-11-24,63389.12955179106
2023-11-27,65392.32805053929
2023-11-28,67134.4452954149
2023-11-29,65423.833278487204
2023-11-30,68187.33104951338
2023-12-01,65180.004569748664
2023-12-04,66890.35980252587
2023-12-05,64861.49551344396
2023-12-06,36255.541834868825
2023-12-07,35035.943111965884
2023-12-08,37756.11490506702
2023-12-11,40100.50167836325
2023-12-12,41755.374271878725
2023-12-13,45426.35398663702
2023-12-14,48585.46331309288
2023-12-15,53873.777024740986
2023-12-18,53132.536578584884
2023-12-19,54238.758358536994
2023-12-20,58015.44889576938
2023-12-21,49724.32863388573
2023-12-22,55572.57483668759
2023-12-26,56794.3376944708
2023-12-27,60222.74979091401
2023-12-28,58226.75169957953
2023-12-29,59895.114604666174
2024-01-02,59461.39090184091
2024-01-03,56580.4441035799
2024-01-04,51753.689805261376
2024-01-05,50574.21061905623
2024-01-08,55145.43938500924
2024-01-09,63036.18814529434
2024-01-10,60593.90398662761
2024-01-11,64825.64325031464
2024-01-12,64750.40245427765
2024-01-16,64080.21002964003
2024-01-17,67263.97636018376
2024-01-18,65541.31893711834
2024-01-19,67029.27834947091
2024-01-22,39610.357967396536
2024-01-23,38746.157793592654
2024-01-24,39192.342007448635
2024-01-25,41792.75597654725
2024-01-26,42052.02749614391
2024-01-29,44069.20637276504
2024-01-30,44613.202313713155
2024-01-31,46668.580392767515
2024-02-01,38634.80649691333
2024-02-02,42812.292139711986
2024-02-05,48647.66958272944
2024-02-06,49039.04275835324
2024-02-07,48546.41765295432
2024-02-08,51162.177716144346
2024-02-09,55402.286739629904
2024-02-12,56799.58903093623
2024-02-13,56850.70163072198
2024-02-14,48271.50308821966
2024-02-15,55960.97210856315
2024-02-16,63394.98192810722
2024-02-20,57981.54244106342
2024-02-21,55930.783016263355
2024-02-22,56575.578775434304
2024-02-23,67680.69343451993
2024-02-26,67544.0793926974
2024-02-27,67749.82415295171
2024-02-28,72752.59882548357
2024-02-29,68730.50822496919
2024-03-01,68866.58871962118
2024-03-04,73243.92898078659
2024-03-05,40859.630734570484
2024-03-06,37602.049307403686
2024-03-07,37595.98212219223
2024-03-08,41303.47864995965
2024-03-11,40346.89202154332
2024-03-12,41338.551943898114
2024-03-13,43485.8168800335
2024-03-14,43229.928357937766
2024-03-15,41582.94981045625
2024-03-18,40693.57815775333
2024-03-19,42597.49514244707
2024-03-20,45605.45282682172
2024-03-21,50006.814930059845
2024-03-22,52964.09226327395
2024-03-25,51304.81350173485
2024-03-26,49582.42154149624
2024-03-27,48283.11414706976
2024-03-28,54816.7510365591
2024-04-01,53629.728800324236
2024-04-02,54074.839447490194
2024-04-03,48922.42576957469
2024-04-04,49483.73294035502
2024-04-05,40930.408597166504
2024-04-08,50412.086463040796
2024-04-09,48977.33720240804
2024-04-10,52220.20079453444
2024-04-11,43624.48766792008
2024-04-12,48186.52748289784
2024-04-15,35443.95510351367
2024-04-16,27996.782282001404
2024-04-17,41955.62614132074
2024-04-18,40759.23009478456
2024-04-19,40306.365081411706
2024-04-22,37832.92041853526
2024-04-23,37706.23928258527
2024-04-24,43712.353222219834
2024-04-25,40112.92721910936
2024-04-26,40874.99711399416
2024-04-29,44618.44436533596
2024-04-30,45023.09233478339
2024-05-01,40810.19501933878
2024-05-02,38304.53451070316
2024-05-03,40797.24897126256
2024-05-06,48989.312069836815
2024-05-07,53817.81211759275
2024-05-08,53076.406930630794
2024-05-09,54955.9280846531
2024-05-10,60616.59283531803
2024-05-13,62499.420010907124
2024-05-14,60749.899076228794
2024-05-15,65126.9140626129
2024-05-16,70732.99889247624
2024-05-17,68401.0319061719
2024-05-20,71794.2631618959
2024-05-21,71854.39957548017
2024-05-22,75076.36363045227
2024-05-23,73855.17757160346
2024-05-24,72494.13242932133
2024-05-28,77658.85311751472
2024-05-29,77414.0980799409
2024-05-30,41910.446506621614
2024-05-31,40364.21643407915
2024-06-03,42479.12084189471
2024-06-04,44282.828077699996
2024-06-05,44072.3682601922
2024-06-06,50077.00684176078
2024-06-07,49287.6187678916
2024-06-10,49300.15880742111
2024-06-11,51269.57790626846
2024-06-12,53980.18749095319
2024-06-13,57858.73699838723
2024-06-14,61080.17159823281
2024-06-17,58724.16233098672
2024-06-18,66654.12415924853
2024-06-20,66565.34694253042
2024-06-21,68566.71441673274
2024-06-24,64290.94410614669
2024-06-25,62481.4127064092
2024-06-26,65057.26503346287
2024-06-27,66389.15240258654
2024-06-28,67095.97850160014
2024-07-01,66079.84213805586
2024-07-02,71438.83781973012
2024-07-03,73783.78017159885
2024-07-05,74468.93573923314
2024-07-08,75237.88512992274
2024-07-09,81705.31817185474
2024-07-10,83642.01555000182
2024-07-11,76453.48934241725
2024-07-12,79195.0651726507
2024-07-15,43754.33818485018
2024-07-16,45219.96735856178
2024-07-17,48004.07000181165
2024-07-18,41090.43329265585
2024-07-19,40326.2624036216
2024-07-22,37743.24436664648
2024-07-23,40312.104439141505
2024-07-24,39813.90436358336
2024-07-25,35133.62838373306
2024-07-26,30793.514708003237
2024-07-29,34638.314982266376
2024-07-30,33335.693974790076
2024-07-31,35224.6244586411
2024-08-01,39377.558163041016
2024-08-02,34053.21053277426
2024-08-05,31566.445619465845
2024-08-06,33649.15330490304
2024-08-07,30132.969701276892
2024-08-08,30128.558672830117
2024-08-09,30675.8963161528
2024-08-12,29633.634929260912
2024-08-13,29877.53586764769
2024-08-14,29079.223848764857
2024-08-15,29488.661271759305
2024-08-16,34178.753757542945
2024-08-19,35953.18537529674
2024-08-20,39453.11263823859
